,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1205,SOX5,417cce9ee80a9539abfe2423d58715bf,763,Coils,Coil,Coil,453,480,-,T,19-11-2025,-,-,-,-
1206,FOXA2,74697090787d56c0772e64cceadb6776,458,ProSitePatterns,PS00657,Fork head domain signature 1.,159,172,-,T,19-11-2025,IPR018122,Fork head domain conserved site1,GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0043565(InterPro),Reactome:R-BTA-3232118|Reactome:R-CEL-3232118|Reactome:R-DME-9018519|Reactome:R-DME-9617828|Reactome:R-GGA-9617828|Reactome:R-HSA-156711|Reactome:R-HSA-210745|Reactome:R-HSA-2892247|Reactome:R-HSA-3232118|Reactome:R-HSA-5689603|Reactome:R-HSA-69273|Reactome:R-HSA-9018519|Reactome:R-HSA-9022692|Reactome:R-HSA-9617828|Reactome:R-HSA-9725371|Reactome:R-HSA-9758920|Reactome:R-HSA-9761174|Reactome:R-HSA-9762293|Reactome:R-HSA-9796292|Reactome:R-HSA-9823730|Reactome:R-HSA-9830674|Reactome:R-HSA-9856649|Reactome:R-HSA-9925561|Reactome:R-MMU-156711|Reactome:R-MMU-3232118|Reactome:R-MMU-5689603|Reactome:R-MMU-69273|Reactome:R-MMU-9018519|Reactome:R-MMU-9617828|Reactome:R-RNO-156711|Reactome:R-RNO-69273|Reactome:R-RNO-9018519|Reactome:R-RNO-9617828|Reactome:R-SCE-3232118|Reactome:R-SCE-9018519|Reactome:R-SSC-3232118
1207,FOXA2,74697090787d56c0772e64cceadb6776,458,CDD,cd20039,FH_FOXA2,157,258,1.56607E-75,T,19-11-2025,-,-,-,-
1208,FOXA2,74697090787d56c0772e64cceadb6776,458,ProSiteProfiles,PS50039,Fork head domain profile.,159,253,40.104401,T,19-11-2025,IPR001766,Fork head domain,GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0043565(InterPro),Reactome:R-BTA-3232118|Reactome:R-CEL-1181150|Reactome:R-CEL-198693|Reactome:R-CEL-211163|Reactome:R-CEL-3232118|Reactome:R-CEL-5687128|Reactome:R-CEL-5689880|Reactome:R-CEL-9607240|Reactome:R-CEL-9614399|Reactome:R-CEL-9615017|Reactome:R-CEL-9617629|Reactome:R-CEL-9617828|Reactome:R-CEL-9634638|Reactome:R-CEL-9841251|Reactome:R-DME-110478|Reactome:R-DME-1181150|Reactome:R-DME-198693|Reactome:R-DME-211163|Reactome:R-DME-5687128|Reactome:R-DME-5689880|Reactome:R-DME-9018519|Reactome:R-DME-9607240|Reactome:R-DME-9614399|Reactome:R-DME-9617629|Reactome:R-DME-9617828|Reactome:R-DME-9634638|Reactome:R-DME-9841251|Reactome:R-DRE-198693|Reactome:R-DRE-211163|Reactome:R-DRE-5687128|Reactome:R-DRE-9614399|Reactome:R-DRE-9617828|Reactome:R-GGA-9617828|Reactome:R-HSA-1181150|Reactome:R-HSA-1502540|Reactome:R-HSA-156711|Reactome:R-HSA-198693|Reactome:R-HSA-210745|Reactome:R-HSA-211163|Reactome:R-HSA-2892247|Reactome:R-HSA-3232118|Reactome:R-HSA-452723|Reactome:R-HSA-5674400|Reactome:R-HSA-5687128|Reactome:R-HSA-5689603|Reactome:R-HSA-5689880|Reactome:R-HSA-6785807|Reactome:R-HSA-69273|Reactome:R-HSA-8862803|Reactome:R-HSA-8877330|Reactome:R-HSA-8939256|Reactome:R-HSA-8952158|Reactome:R-HSA-9018519|Reactome:R-HSA-9022692|Reactome:R-HSA-9607240|Reactome:R-HSA-9614399|Reactome:R-HSA-9614657|Reactome:R-HSA-9615017|Reactome:R-HSA-9617629|Reactome:R-HSA-9617828|Reactome:R-HSA-9634638|Reactome:R-HSA-9725371|Reactome:R-HSA-9733709|Reactome:R-HSA-9754189|Reactome:R-HSA-9758920|Reactome:R-HSA-9761174|Reactome:R-HSA-9762293|Reactome:R-HSA-9796292|Reactome:R-HSA-9823730|Reactome:R-HSA-9830674|Reactome:R-HSA-9841251|Reactome:R-HSA-9856649|Reactome:R-HSA-9925561|Reactome:R-MMU-1181150|Reactome:R-MMU-156711|Reactome:R-MMU-198693|Reactome:R-MMU-211163|Reactome:R-MMU-3232118|Reactome:R-MMU-5687128|Reactome:R-MMU-5689603|Reactome:R-MMU-5689880|Reactome:R-MMU-69273|Reactome:R-MMU-8877330|Reactome:R-MMU-9018519|Reactome:R-MMU-9607240|Reactome:R-MMU-9614399|Reactome:R-MMU-9615017|Reactome:R-MMU-9617629|Reactome:R-MMU-9617828|Reactome:R-MMU-9634638|Reactome:R-MMU-9841251|Reactome:R-RNO-156711|Reactome:R-RNO-198693|Reactome:R-RNO-211163|Reactome:R-RNO-5687128|Reactome:R-RNO-69273|Reactome:R-RNO-9018519|Reactome:R-RNO-9614399|Reactome:R-RNO-9617629|Reactome:R-RNO-9617828|Reactome:R-SCE-3232118|Reactome:R-SCE-9018519|Reactome:R-SPO-3232118|Reactome:R-SPO-9018519|Reactome:R-SSC-3232118|Reactome:R-XTR-211163|Reactome:R-XTR-9614399
1209,FOXA2,74697090787d56c0772e64cceadb6776,458,MobiDBLite,mobidb-lite,consensus disorder prediction,298,310,-,T,19-11-2025,-,-,-,-
1210,FOXA2,74697090787d56c0772e64cceadb6776,458,MobiDBLite,mobidb-lite,consensus disorder prediction,280,292,-,T,19-11-2025,-,-,-,-
1211,FOXA2,74697090787d56c0772e64cceadb6776,458,MobiDBLite,mobidb-lite,consensus disorder prediction,280,365,-,T,19-11-2025,-,-,-,-
1212,FOXA2,74697090787d56c0772e64cceadb6776,458,MobiDBLite,mobidb-lite,consensus disorder prediction,339,352,-,T,19-11-2025,-,-,-,-
1213,FOXA2,74697090787d56c0772e64cceadb6776,458,Pfam,PF09354,HNF3 C-terminal domain,373,446,7.5E-29,T,19-11-2025,IPR018533,"Forkhead box protein, C-terminal",-,Reactome:R-HSA-210745|Reactome:R-HSA-9018519|Reactome:R-HSA-9796292|Reactome:R-HSA-9823730|Reactome:R-HSA-9925561|Reactome:R-MMU-9018519|Reactome:R-RNO-9018519
1214,FOXA2,74697090787d56c0772e64cceadb6776,458,ProSitePatterns,PS00658,Fork head domain signature 2.,203,209,-,T,19-11-2025,IPR030456,Fork head domain conserved site 2,GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0043565(InterPro),Reactome:R-BTA-3232118|Reactome:R-CEL-1181150|Reactome:R-CEL-198693|Reactome:R-CEL-211163|Reactome:R-CEL-3232118|Reactome:R-CEL-5687128|Reactome:R-CEL-5689880|Reactome:R-CEL-9607240|Reactome:R-CEL-9614399|Reactome:R-CEL-9615017|Reactome:R-CEL-9617629|Reactome:R-CEL-9617828|Reactome:R-CEL-9634638|Reactome:R-CEL-9841251|Reactome:R-DME-110478|Reactome:R-DME-1181150|Reactome:R-DME-198693|Reactome:R-DME-211163|Reactome:R-DME-5687128|Reactome:R-DME-5689880|Reactome:R-DME-9018519|Reactome:R-DME-9607240|Reactome:R-DME-9614399|Reactome:R-DME-9617629|Reactome:R-DME-9617828|Reactome:R-DME-9634638|Reactome:R-DME-9841251|Reactome:R-DRE-198693|Reactome:R-DRE-211163|Reactome:R-DRE-5687128|Reactome:R-DRE-9614399|Reactome:R-DRE-9617828|Reactome:R-GGA-9617828|Reactome:R-HSA-1181150|Reactome:R-HSA-1502540|Reactome:R-HSA-156711|Reactome:R-HSA-198693|Reactome:R-HSA-210745|Reactome:R-HSA-211163|Reactome:R-HSA-2892247|Reactome:R-HSA-3232118|Reactome:R-HSA-452723|Reactome:R-HSA-5674400|Reactome:R-HSA-5687128|Reactome:R-HSA-5689603|Reactome:R-HSA-5689880|Reactome:R-HSA-6785807|Reactome:R-HSA-69273|Reactome:R-HSA-8862803|Reactome:R-HSA-8877330|Reactome:R-HSA-8939256|Reactome:R-HSA-8952158|Reactome:R-HSA-9018519|Reactome:R-HSA-9022692|Reactome:R-HSA-9607240|Reactome:R-HSA-9614399|Reactome:R-HSA-9614657|Reactome:R-HSA-9615017|Reactome:R-HSA-9617629|Reactome:R-HSA-9617828|Reactome:R-HSA-9634638|Reactome:R-HSA-9725371|Reactome:R-HSA-9733709|Reactome:R-HSA-9754189|Reactome:R-HSA-9758920|Reactome:R-HSA-9761174|Reactome:R-HSA-9762293|Reactome:R-HSA-9796292|Reactome:R-HSA-9823730|Reactome:R-HSA-9830674|Reactome:R-HSA-9841251|Reactome:R-HSA-9856649|Reactome:R-HSA-9925561|Reactome:R-MMU-1181150|Reactome:R-MMU-156711|Reactome:R-MMU-198693|Reactome:R-MMU-211163|Reactome:R-MMU-3232118|Reactome:R-MMU-5687128|Reactome:R-MMU-5689603|Reactome:R-MMU-5689880|Reactome:R-MMU-69273|Reactome:R-MMU-8877330|Reactome:R-MMU-9018519|Reactome:R-MMU-9607240|Reactome:R-MMU-9614399|Reactome:R-MMU-9615017|Reactome:R-MMU-9617629|Reactome:R-MMU-9617828|Reactome:R-MMU-9634638|Reactome:R-MMU-9841251|Reactome:R-RNO-156711|Reactome:R-RNO-198693|Reactome:R-RNO-211163|Reactome:R-RNO-5687128|Reactome:R-RNO-69273|Reactome:R-RNO-9018519|Reactome:R-RNO-9614399|Reactome:R-RNO-9617629|Reactome:R-RNO-9617828|Reactome:R-SCE-3232118|Reactome:R-SCE-9018519|Reactome:R-SPO-3232118|Reactome:R-SPO-9018519|Reactome:R-SSC-3232118|Reactome:R-XTR-211163|Reactome:R-XTR-9614399
